LAT,LON
36.99691,-122.06091
36.99431,-122.06485
36.99454,-122.05361
36.997119,-122.052392
36.997272,-122.053733
36.98841,-122.06491
37.000228,-122.054633
36.9999,-122.05388
36.99999,-122.05851
36.9935,-122.05188
36.996386,-122.066178
36.990581,-122.065017
36.99805,-122.06655
36.993244,-122.066156
36.98833,-122.05742
36.989614,-122.063172
36.99346,-122.06196
36.98699,-122.06835
36.99039782054414,-122.0641982466682
36.99093,-122.06556
37.00152,-122.05505
36.99771,-122.05076
36.991219,-122.068444
36.994769,-122.061317
36.99771,-122.06192
36.99382,-122.06383
36.9773,-122.05495
37.00021,-122.06193
36.99922,-122.06224
36.99858,-122.05426
36.99703,-122.05105
36.989692,-122.063019
36.99918,-122.05827
36.997744,-122.056131
36.997878,-122.066758
36.99964,-122.05278
36.97724,-122.05426
36.99346,-122.07008
36.99568,-122.05153
36.99285,-122.06107
36.98537,-122.06091
36.999931,-122.054467
36.98497,-122.0547
36.996903,-122.053383
36.98689,-122.05547
36.99506,-122.06461
36.99571,-122.05143
36.99666,-122.0584
37.00122,-122.05829
36.99107,-122.06741
36.99933,-122.05255
36.98062,-122.05568
36.99939,-122.05238
36.984004,-122.052323
36.9843,-122.04836
36.99334,-122.05397
36.99515,-122.06031
37.00007,-122.0587
36.99181151471406,-122.0592216671032
36.97961,-122.05891
36.99737773808703,-122.0551816771802
36.99771013607744,-122.0531489027291
36.999889,-122.054717
36.99927,-122.06659
36.98296,-122.06332
36.99466,-122.06614
37.00153,-122.055
36.99404,-122.06273
36.9988,-122.0573
36.99654,-122.06212
36.999846,-122.059114
36.97774,-122.05368
36.98844,-122.06587
37.00212,-122.05881
36.9918,-122.05466
36.996747,-122.066986
37.0018,-122.05535
36.99808,-122.06282
36.98008,-122.054
36.99902039471331,-122.0509363324361
36.997561,-122.066575
36.99069,-122.05125
36.990597,-122.065011
36.99435456681604,-122.061437923526
36.999171,-122.06448
36.98267556940926,-122.0598184250077
36.99228,-122.06021
36.992819,-122.066728
36.997253,-122.054956
36.98313,-122.06369
36.98041,-122.0555
36.99444,-122.06482
36.99097,-122.05209
37.00054,-122.05735
36.998,-122.05718
36.99516,-122.05533
36.99963,-122.05286
36.9987,-122.05786
37.00042,-122.0546
36.989178,-122.063264
36.990731,-122.064964
36.99048632018421,-122.0637249320111
36.999406,-122.054383
37.00227145531414,-122.0520993335321
36.9887,-122.06689
36.99922,-122.05286
36.998914,-122.05521
36.99546,-122.06008
36.98535256841631,-122.0583899202283
36.99722,-122.0624
36.99138,-122.05401
36.992825,-122.066733
36.99753,-122.05556
37.00094,-122.05896
36.99856,-122.06666
36.99607,-122.06551
36.9891,-122.05829
36.98355,-122.05381
36.99907,-122.05599
36.989475,-122.064408
36.98074,-122.05374
36.98846,-122.0668
36.99656,-122.05168
36.99773,-122.05717
36.99283,-122.05255
37.00138,-122.0581
36.99700599478172,-122.0576217714131
37.00179,-122.06595
37.00215,-122.05573
36.9899,-122.05723
36.99343,-122.063906
36.999764,-122.052956
36.997836,-122.059144
36.999868,-122.056118
36.98915,-122.05834
36.999115,-122.055519
36.99385,-122.0618
37.00295,-122.05825
36.9903,-122.06329
36.98072,-122.05413
36.99362,-122.06149
36.9954,-122.05722
36.99139,-122.06528
36.99693,-122.05808
37.00290188255755,-122.0581127144245
36.982157,-122.051038
36.99444729594526,-122.0648105440497
36.99721,-122.0502
36.99703,-122.05785
36.99593,-122.05383
36.98295,-122.05323
36.99794202602642,-122.0511949130868
36.995067,-122.062531
36.9968,-122.053383
36.99638,-122.0594
36.98629407950904,-122.0638581088661
36.99775,-122.056992
36.99281839960871,-122.0524989037967
36.97861,-122.05763
36.99518,-122.0603
36.99527,-122.05337
36.9802,-122.05946
37.00059,-122.06222
36.991935,-122.055103
36.99919,-122.05849
36.994085,-122.063569
37.00164988563109,-122.059581281508
36.9989,-122.05695
36.99638,-122.05946
37.001622,-122.053306
36.998558,-122.056397
36.99988,-122.05406
36.9903,-122.06341
36.9844,-122.05493
36.98894,-122.05551
36.99791,-122.06708
36.99644,-122.06154
36.98971,-122.05717
36.99758,-122.06896
37.00171,-122.05792
36.997189,-122.053222
36.991231,-122.064422
36.98096,-122.05374
36.99082,-122.05841
36.992053,-122.055134
36.99920451885786,-122.0528743716455
36.99832,-122.05288
37.00238724087534,-122.05845885306
36.98533,-122.05516
36.99685,-122.06563
36.9945441,-122.0536091
36.9971,-122.06723
36.99894,-122.05592
36.994325,-122.061653
37.00129,-122.05901
36.989406,-122.064758
36.998533,-122.055118
36.994369,-122.060814
36.99997117723875,-122.0596840293036
36.99261,-122.06071
36.98717,-122.05697
36.99836,-122.0531
36.99086,-122.05955
36.98861,-122.0659
36.99970771451555,-122.0614531837034
36.99533,-122.05708
36.97799,-122.05387
37.00109,-122.05457
36.9929,-122.065585
36.999917,-122.055017
36.98138,-122.05327
36.99485,-122.06455
36.99400139240572,-122.0614445131483
36.989769,-122.063789
37.00187,-122.05787
36.99359314956883,-122.0602464091876
36.989464,-122.064408
36.992908,-122.064676
36.98547,-122.05608
37.00129,-122.05907
36.99477,-122.05525
36.98019,-122.054
37.00217,-122.05456
36.99669731855079,-122.0527035481009
36.97941,-122.05426
36.97934,-122.05863
36.9985207,-122.0624092
37.000253,-122.055756
36.988408,-122.062942
36.98787,-122.06871
36.994594,-122.068161
36.99255977359771,-122.0538898058156
36.99932,-122.05257
36.994789,-122.061028
36.99956404648892,-122.0576433618536
36.99573,-122.05988
36.99492,-122.05714
36.994781,-122.061019
36.99357,-122.05398
36.9985,-122.0616
36.991883,-122.068183
36.9985916822944,-122.0542376553123
36.9991,-122.05604
36.98556,-122.06037
36.99649,-122.05975
36.998292,-122.056603
36.99038,-122.05749
37.00153,-122.07158
36.98377,-122.0541
36.989944,-122.063919
36.9946,-122.05708
36.992591,-122.066385
37.0022,-122.05855
36.9942,-122.06351
36.990692,-122.066227
36.99568605982815,-122.0567763592291
36.989414,-122.063819
36.98531,-122.05774
36.99312619011499,-122.0532611346247
37.00047,-122.06064
37.00053,-122.05466
36.98513,-122.04819
36.98512,-122.05509
36.99527,-122.05521
36.99648,-122.05998
36.99569,-122.05147
37.00228,-122.05495
36.99336,-122.05199
36.99416,-122.06296
36.99633,-122.05908
36.9983,-122.057128
36.986736,-122.054216
36.9985619136457,-122.0506030902682
37.00215,-122.05459
36.99098,-122.06811
36.99695,-122.06615
36.99449,-122.05733
36.999669,-122.054681
36.98841,-122.05544
36.9853,-122.06112
36.997406,-122.052261
36.999744,-122.055214
36.99622,-122.05174
36.99873,-122.05565
37.0001,-122.05569
37.00183517275649,-122.0595025514858
36.99024,-122.06325
36.99765398126671,-122.0514307741772
36.98527,-122.05717
36.99177275318957,-122.0545661172356
36.97855,-122.05754
36.99019,-122.06326
36.99895,-122.05667
36.999542,-122.054358
36.98536,-122.05427
36.990689,-122.068742
36.99034,-122.05746
36.99397,-122.06464
36.997953,-122.054353
36.993031,-122.064235
36.99311,-122.05205
37.00065,-122.06223
36.98895,-122.062644
36.99726,-122.05627
36.99328,-122.062
36.98081,-122.05572
36.998814,-122.065453
37.00063426940184,-122.0622280684212
36.99876,-122.05339
37.00114,-122.06136
36.99821,-122.05404
36.999864,-122.055594
37.00145,-122.05714
36.999942,-122.053572
36.99923,-122.0665
36.99893,-122.0533
36.99861910423093,-122.053089504875
36.99987,-122.06398
36.99776837752906,-122.0533942111875
36.999956,-122.054808
36.998294957156,-122.0502161708106
36.99443,-122.05049
36.999189,-122.055594
36.998806,-122.066422
36.988089,-122.068287
36.99517,-122.06031
36.99014,-122.06334
36.99896,-122.06192
37.00112,-122.06127
36.994329,-122.055649
36.98904201372908,-122.0634638667519
36.98267,-122.05318
36.98698,-122.05606
36.99775166568595,-122.0551526291417
36.99314750237362,-122.0533921128854
36.98855,-122.05491
37.0018,-122.052589
36.98383,-122.06509
36.98873,-122.05545
37.00147144147194,-122.0577922403964
37.000039,-122.054567
36.996783,-122.052231
36.978,-122.05675
37.00136,-122.06243
36.99426,-122.05046
36.99926,-122.06667
36.99136,-122.06707
36.98413,-122.05465
36.99366,-122.05152
36.99986,-122.05398
36.99637,-122.05367
36.98124,-122.05591
36.97986,-122.0591
36.99539,-122.06602
36.97954,-122.05885
36.99306,-122.05398
37.00155,-122.05838
36.98205691691869,-122.0592551758358
36.98864,-122.06694
36.98993,-122.05912
36.9964,-122.053742
36.997081,-122.052269
36.99034,-122.05112
36.99842,-122.05555
36.9855,-122.05618
36.99099193651039,-122.0586222728362
36.988872,-122.063125
37.00006,-122.06645
36.994942,-122.067322
36.99916500036111,-122.0611600318508
36.98104,-122.05576
36.989422,-122.063811
36.99989,-122.059364
36.99780074111042,-122.0540475839679
36.991214,-122.068458
36.98131,-122.0534
37.00045,-122.05481
36.98553,-122.05609
36.999586,-122.063239
36.99583,-122.05199
37.000428,-122.054969
37.00112,-122.05736
36.999038,-122.064492
37.00313337213523,-122.0558902734943
36.98907,-122.05684
37.00051,-122.06402
36.99116465236307,-122.0538314995445
36.999947,-122.053544
37.00263,-122.06595
36.9902287695956,-122.063255777089
37.001594,-122.052872
36.9946874,-122.0554684
36.98350446278721,-122.0644548883018
37.00223812514012,-122.0542674839968
36.99595,-122.05191
36.98874,-122.06704
36.99325,-122.05402
36.98116,-122.06064
36.98108,-122.05757
36.99649,-122.05055
36.99111,-122.0596
36.99369,-122.06497
36.99101,-122.05466
36.99691,-122.06717
36.990333,-122.068817
36.99421,-122.06485
36.99678,-122.05162
36.99852,-122.06241
37.00229,-122.05848
36.99781,-122.06272
37.00187,-122.05772
36.99542,-122.05356
37.00201,-122.06571
36.9937,-122.06171
37.0033,-122.06594
37.00081,-122.06077
36.99850035662056,-122.0504030404202
36.986468,-122.054037
37.00213,-122.05465
36.99755,-122.05562
36.98159,-122.05187
37.00325,-122.05882
36.99524,-122.06485
36.999625,-122.063035
36.99526,-122.05516
36.99673,-122.05217
37.00036,-122.05566
37.0008365,-122.0539804
36.99473,-122.05055
36.999967,-122.054169
36.99727,-122.0691
36.999414,-122.054603
36.9914917,-122.0665902
36.998292,-122.066414
36.99032,-122.06335
36.994981,-122.0682
37.00123,-122.0572
36.994984,-122.055575
36.98046,-122.05558
36.997528,-122.051475
36.99356,-122.06092
36.98819,-122.05732
36.99989,-122.05171
36.99825,-122.064224
37.000092,-122.055367
36.994544,-122.062408
37.00077,-122.06068
36.97855,-122.05417
36.99369,-122.06173
36.99143827461469,-122.0589537893451
36.998828,-122.064514
37.00141,-122.05713
36.99561,-122.05726
36.9943,-122.06454
37.00146632745658,-122.0595057596486
36.997475,-122.052208
37.00065,-122.06196
37.00098,-122.05566
36.98861369857433,-122.0659298723115
36.99759,-122.05073
37.000325,-122.053544
36.99382,-122.06215
36.99836,-122.06273
36.99786,-122.05576
36.989139,-122.064819
36.99675,-122.06553
36.99899,-122.0687
36.98923,-122.06741
36.99945,-122.053208
36.99956,-122.05383
36.986857,-122.054298
36.98788,-122.05558
36.9938,-122.06254
36.99795199812469,-122.0517083438713
36.98267556940925,-122.0598184250077
37.00124,-122.06375
37.00173,-122.06598
36.99199,-122.06023
36.98438,-122.06594
36.990045,-122.054431
36.99429,-122.05716
36.998303,-122.056183
36.99379,-122.06456
37.0014,-122.05781
37.001583,-122.052881
36.99816,-122.05564
36.99065,-122.052
37.00047,-122.06215
36.99334,-122.06096
37.00111,-122.05457
36.99516,-122.06469
37.00109,-122.06116
36.99721,-122.05541
36.99777,-122.06885
36.99999,-122.05452
36.993564,-122.067269
37.00069285986926,-122.0619669128598
36.9966,-122.06159
36.996536,-122.052222
36.996147,-122.05255
37.00219,-122.06572
36.9852,-122.05432
36.99175,-122.05919
36.999458,-122.054619
36.99089,-122.06539
36.99783,-122.05355
36.997525,-122.066667
36.99725739782942,-122.0570689159432
36.99474,-122.05527
36.9984,-122.0615
36.9886,-122.06652
36.99568,-122.05151
36.99947,-122.06295
37.00027,-122.05777
36.99999,-122.05458
37.00132,-122.05804
36.99562,-122.06573
36.99947540008956,-122.052230270097
36.98066,-122.05428
36.98966049814093,-122.0652451846587
36.99357,-122.0646
36.99352248525796,-122.0616627508104
37.0013,-122.0698
36.99908,-122.05636
36.997142,-122.053817
37.00205,-122.06559
36.996614,-122.066833
36.988819,-122.064317
36.999917,-122.054772
36.9886,-122.05542
36.99524,-122.05336
36.99538,-122.06604
37.00157,-122.07173
37.00135,-122.06311
36.990336,-122.068808
36.999824,-122.058611
36.99785,-122.05198
36.99682406262066,-122.0581970814831
36.98856,-122.0669
36.99214,-122.06733
36.993083,-122.067239
36.99293,-122.05395
36.989422,-122.063836
36.99725,-122.05707
36.99949712085357,-122.0611790204154
36.994117,-122.061875
36.99421,-122.06954
36.998756,-122.066064
36.99591,-122.05194
37.00077019349187,-122.0550859486897
36.99653,-122.06211
36.99275,-122.066125
36.994592,-122.062386
36.99155,-122.0545
36.9983,-122.06877
37.00165341208977,-122.0623599465388
36.994347,-122.062364
37.00129,-122.05715
37.00158,-122.06543
36.97777,-122.0537
36.99355,-122.06108
36.97884,-122.05425
36.99523,-122.06613
37.00107,-122.05527
36.9841,-122.04844
36.99688,-122.06911
37.00003,-122.05462
36.99385,-122.06172
36.99989,-122.05547
36.997597,-122.053917
36.999714,-122.0532
37.00003,-122.05865
36.991097,-122.063928
36.99882,-122.05577
36.998497,-122.066428
36.990975,-122.063622
36.99343,-122.05033
37.00122,-122.05535
36.99515,-122.05334
37.00114,-122.06392
36.98976,-122.06931
37.00165,-122.06218
36.98871,-122.0669757
37.00055,-122.06219
37.00113,-122.05428
36.99826,-122.05262
36.997939,-122.066619
36.99482,-122.06619
36.99827,-122.06279
36.9787,-122.05775
37.00229,-122.05503
36.98521,-122.05621
36.996342,-122.053039
36.99378,-122.05149
37.00161,-122.06606
36.98054,-122.05734
36.9969,-122.06574
37.00179,-122.05793
36.99263,-122.06757
36.993725,-122.060775
36.99936443562294,-122.0524159222674
36.99459,-122.05358
37.0014,-122.05444
36.988467,-122.068136
36.99649,-122.06012
36.98184,-122.05741
37.00182,-122.05791
36.99264589892405,-122.064448298862
37.00046,-122.05895
37.00304,-122.05849
36.997683,-122.055672
36.99657,-122.06545
36.997781,-122.066733
36.99304,-122.0529
37.00287,-122.06598
36.98029,-122.05384
36.99362,-122.06246
37.00147,-122.07022
36.9984,-122.0603
36.98209910638254,-122.0614035014132
36.99978,-122.062421
36.97981,-122.05415
36.989478,-122.064408
36.99638,-122.05944
36.98062,-122.05379
36.99138,-122.06713
36.9948,-122.05172
36.9805,-122.05725
36.99727,-122.05635
37.00163,-122.05959
36.9884526167387,-122.064810977564
37.00082,-122.05375
36.98856,-122.05764
36.98631,-122.05686
36.999458,-122.055783
37.00166,-122.0622
36.98931030859216,-122.0650318962469
36.993,-122.0528
36.989456,-122.064719
36.9906,-122.05226
36.99588,-122.05977
37.00036421757545,-122.0589474511866
36.993569,-122.055325
37.001633,-122.052864
37.00008465082667,-122.0582839898276
36.98861,-122.06614
36.99768,-122.05244
36.996383,-122.066178
37.00134,-122.05811
36.99071,-122.06934
36.9943,-122.05712
36.98734,-122.04859
36.99043,-122.0636
36.97768,-122.05627
36.99792,-122.05111
37.00235,-122.06583
36.994386,-122.067383
37.00018,-122.05519
36.99614,-122.0579
37.00093,-122.05811
36.99651,-122.05324
36.993442,-122.067444
36.99833754052247,-122.0627460424349
36.996072,-122.052353
36.99253,-122.06038
37.0003,-122.054947
36.98577,-122.05656
36.98535,-122.0558
36.994429,-122.055638
36.9852,-122.06693
36.99537,-122.06605
36.98527,-122.05543
37.00326,-122.05905
36.993258,-122.066169
37.00076,-122.0621
36.99897,-122.06663
36.99285,-122.06989
36.99016,-122.06337
36.99742,-122.06213
37.00217,-122.05863
37.000647,-122.054742
36.99318,-122.07006
36.987858,-122.0687436
36.986137,-122.053814
37.00125,-122.05896
36.99828428073378,-122.0547027737519
36.99675018551935,-122.0517629732497
36.985042,-122.053053
36.999949,-122.056237
36.99486,-122.05735
37.00062,-122.06197
36.99636,-122.069
36.99699257912616,-122.0502647309256
36.989772,-122.063789
36.98205691691868,-122.0592551758358
36.99266,-122.05015
36.999042,-122.065011
37.000092,-122.053253
36.98551,-122.053373
36.98340703984667,-122.0612459572466
36.99780074111041,-122.0540475839679
36.99869137861463,-122.0558469180927
36.994778,-122.061211
36.994,-122.060836
36.99433,-122.05731
37.00072,-122.05804
36.99917,-122.06876
36.99397,-122.05992
36.99357,-122.06214
36.99215,-122.06022
37.00218,-122.05858
36.998842,-122.059692
36.99139752411184,-122.0534408622209
36.98543252502848,-122.0607406351751
37.00035,-122.06599
36.99358,-122.0646
36.988875,-122.063103
36.9853,-122.0562
36.99137,-122.05335
37.00044,-122.05766
36.984534,-122.052709
36.994939,-122.067986
36.98849,-122.06478
37.00114,-122.06377
36.993611,-122.067231
36.98916,-122.06733
36.990894,-122.064872
36.98565,-122.054
37.00111,-122.06122
36.994644,-122.060889
36.99985,-122.05159
37.00139,-122.0649
36.990939,-122.068611
36.98087,-122.05372
36.99226246920855,-122.0582693093445
36.99307167377288,-122.0602027958039
36.99352,-122.05508
36.98547105946517,-122.0606312120011
37.00163,-122.05932
36.98921,-122.06738
36.997444,-122.051781
36.99385,-122.06256
36.99229,-122.055165
36.99685858020575,-122.056136702995
37.00118,-122.05731
36.991,-122.06565
36.99631,-122.05957
37.000672,-122.053633
36.99643,-122.06195
37.000167,-122.054558
37.00184291381021,-122.0619159302268
36.99752,-122.05567
36.996781,-122.053725
36.99049,-122.06381
36.985632,-122.053463
36.993872,-122.063684
36.99637498243098,-122.0522691174714
36.995003,-122.053781
37.00113,-122.06379
36.9927584,-122.0675675
36.994361,-122.060814
36.9996,-122.05212
36.9906,-122.06408
36.98148,-122.06102
36.98857,-122.06479
36.98965,-122.06565
36.999463,-122.063777
36.999951,-122.059603
37.00139,-122.06992
36.99145,-122.06725
37.00133,-122.05713
36.99083,-122.06514
36.99342,-122.06229
36.98967,-122.06572
37.00155,-122.05836
36.99957133616298,-122.0519937170358
37.00269,-122.06596
36.99520251295537,-122.0602807449605
36.98367,-122.05397
36.99695,-122.06724
36.99961,-122.05289
37.00116,-122.062
36.98218737428186,-122.0614330680145
36.99646,-122.05346
